original_id,new_id
425661,0
77743,1
497277,2
1696580,3
467080,4
95105,5
484195,6
550366,7
142009,8
17372,9
409937,10
268073,11
613880,12
306552,13
594527,14
804227,15
463733,16
463733,17
489743,18
1467965,19
290229,20
1625699,21
1625699,22
793478,23
652497,24
623700,25
516849,26
801037,27
23813,28
399686,29
422664,30
715016,31
1455289,32
659715,33
1484850,34
1624092,35
1624092,36
1188261,37
927238,38
1030089,39
1195212,40
808954,41
1097145,42
411360,43
4305,44
1662411,45
832582,46
894322,47
421580,48
489970,49
411360,50
1545333,51
447390,52
455737,53
1372674,54
1231541,55
79070,56
405056,57
1240818,58
1223436,59
853973,60
1705530,61
806668,62
741824,63
1696169,64
1580209,65
292813,66
921377,67
457706,68
79070,69
545503,70
457238,71
921377,72
1372674,73
1250425,74
238228,75
975758,76
1472050,77
1457231,78
591199,79
344208,80
242555,81
280538,82
834330,83
477250,84
565727,85
43715,86
1052911,87
895946,88
216618,89
280538,90
622800,91
568611,92
237927,93
1458257,94
1301410,95
1185446,96
63078,97
893012,98
535039,99
811685,100
466607,101
466607,102
237878,103
867367,104
493589,105
1031383,106
673261,107
1600201,108
895,109
291771,110
921377,111
901135,112
249167,113
858447,114
496089,115
495539,116
42482,117
1145299,118
216741,119
108764,120
455931,121
1506176,122
295495,123
284761,124
531360,125
84768,126
521168,127
909620,128
935120,129
216618,130
1497278,131
1733800,132
996684,133
71465,134
122731,135
1518100,136
910876,137
1463637,138
71465,139
371888,140
232833,141
92879,142
895666,143
1073935,144
7837,145
1471404,146
597711,147
1101579,148
71465,149
817184,150
903237,151
216929,152
844090,153
533128,154
863774,155
1610455,156
1293019,157
445533,158
883148,159
219848,160
464631,161
464631,162
630727,163
17878,164
834042,165
1031383,166
1293019,167
839273,168
1111846,169
520113,170
608254,171
1226909,172
241743,173
1324574,174
245645,175
521497,176
859401,177
957743,178
47656,179
337681,180
229213,181
1463936,182
646989,183
1608162,184
41164,185
1673734,186
872762,187
861651,188
865520,189
1482956,190
733835,191
1314580,192
490300,193
857429,194
867790,195
112455,196
1545965,197
250629,198
1493656,199
467135,200
33984,201
489915,202
834058,203
434924,204
1318995,205
489915,206
272328,207
467108,208
1318995,209
809640,210
791023,211
9031,212
7591,213
819780,214
538098,215
815867,216
496310,217
482485,218
387642,219
909151,220
1334801,221
1101250,222
1045272,223
1631442,224
226235,225
564144,226
1454070,227
815653,228
466085,229
237363,230
466085,231
237363,232
892669,233
467167,234
986531,235
28741,236
1260706,237
1548544,238
261982,239
625620,240
274030,241
1239373,242
1037383,243
795089,244
1063580,245
235269,246
5863,247
257761,248
1479117,249
255161,250
84469,251
868326,252
765707,253
1701436,254
82288,255
1637906,256
83217,257
895788,258
646134,259
309336,260
75740,261
203026,262
1687761,263
723479,264
285041,265
791984,266
997812,267
1787434,268
1540837,269
289287,270
548718,271
514016,272
441647,273
840309,274
1630124,275
1042401,276
1209350,277
1645870,278
238468,279
523589,280
38208,281
234830,282
18335,283
377810,284
768526,285
1319165,286
995795,287
1710485,288
809120,289
355533,290
1655155,291
413314,292
909949,293
23813,294
973243,295
932881,296
1452828,297
72650,298
943154,299
999633,300
987860,301
465728,302
465728,303
1722800,304
1332826,305
1073720,306
1577966,307
454615,308
1535672,309
279725,310
48211,311
1208140,312
1621865,313
1621865,314
1211143,315
1244900,316
1217976,317
266425,318
1668083,319
28747,320
1582858,321
391288,322
1250425,323
459038,324
1396356,325
1328952,326
249703,327
656527,328
602229,329
1456139,330
40782,331
459038,332
89967,333
438104,334
336245,335
1015902,336
909260,337
1066013,338
332437,339
656527,340
798068,341
1559062,342
281239,343
1661605,344
8111,345
364596,346
164876,347
1115155,348
265372,349
964768,350
860038,351
588586,352
480399,353
1284287,354
824834,355
600170,356
834956,357
73825,358
442950,359
890914,360
1448963,361
681156,362
319162,363
1502611,364
1761535,365
1598485,366
283217,367
455811,368
659567,369
668775,370
503374,371
999418,372
239953,373
850513,374
819778,375
1567414,376
603929,377
740737,378
864788,379
492249,380
1015464,381
879030,382
90674,383
1095146,384
561551,385
90118,386
1019382,387
845294,388
479534,389
668868,390
119546,391
253816,392
1623595,393
1623595,394
1571083,395
88367,396
415630,397
906406,398
1244032,399
46007,400
497791,401
1593845,402
1105574,403
319641,404
1599016,405
942568,406
111503,407
514999,408
487001,409
76857,410
285425,411
1501577,412
456697,413
491830,414
1003485,415
325826,416
235024,417
268765,418
967750,419
91696,420
433500,421
247340,422
1648699,423
1237381,424
264616,425
1077405,426
808596,427
1611241,428
1468001,429
46128,430
600527,431
312542,432
492249,433
6904,434
1493745,435
1563903,436
1089829,437
536533,438
753486,439
88026,440
514950,441
1524921,442
440962,443
1648378,444
458932,445
324367,446
446520,447
277849,448
1014084,449
521397,450
471991,451
506370,452
1613249,453
836807,454
1581116,455
604449,456
360518,457
952836,458
1459071,459
478290,460
754395,461
860627,462
123038,463
868599,464
915472,465
557977,466
952851,467
902224,468
506666,469
1481641,470
670523,471
855048,472
431779,473
325543,474
1673365,475
940937,476
1525737,477
1462781,478
1467674,479
1222971,480
569874,481
322399,482
570834,483
1487639,484
57295,485
446742,486
1461902,487
822502,488
1007616,489
272149,490
245131,491
396893,492
662032,493
761881,494
761881,495
314753,496
929702,497
804328,498
1266746,499
269416,500
992613,501
350255,502
415054,503
878610,504
617402,505
311382,506
1129836,507
33641,508
286169,509
491959,510
959636,511
225540,512
869161,513
804328,514
1488482,515
421018,516
968572,517
854349,518
1461902,519
37542,520
93757,521
512114,522
411281,523
814830,524
1515330,525
536006,526
1553963,527
64078,528
1216167,529
679434,530
214252,531
959864,532
1145993,533
536040,534
928727,535
33143,536
1455050,537
31758,538
1507112,539
268017,540
537404,541
761881,542
761881,543
1464293,544
795810,545
475930,546
936382,547
1710764,548
466145,549
998489,550
466145,551
432027,552
1527919,553
1685083,554
1267710,555
1409170,556
806762,557
544108,558
880632,559
268017,560
917797,561
515843,562
217720,563
1142717,564
527550,565
1513823,566
1079513,567
1455050,568
54086,569
1615277,570
1259544,571
953301,572
491348,573
1454097,574
239085,575
1075592,576
805010,577
955163,578
520618,579
812736,580
1558225,581
985955,582
45575,583
100478,584
795122,585
501653,586
1205192,587
343721,588
1087386,589
218337,590
241803,591
393505,592
433861,593
532941,594
1362207,595
622266,596
446225,597
1267710,598
429710,599
220197,600
1502407,601
1031529,602
470279,603
895898,604
1146874,605
577810,606
913723,607
815841,608
1266746,609
577810,610
323426,611
427191,612
1498771,613
1528591,614
980811,615
1483373,616
775440,617
1598702,618
854428,619
51184,620
1006931,621
877460,622
98731,623
871996,624
41054,625
1497712,626
12612,627
941569,628
991938,629
650303,630
957430,631
275238,632
609881,633
907567,634
1263985,635
1513747,636
1560644,637
642951,638
1510584,639
478290,640
807260,641
493019,642
1134881,643
1462549,644
1503232,645
1580286,646
259480,647
956968,648
421545,649
528687,650
1602387,651
53105,652
253570,653
388799,654
1605625,655
685948,656
569085,657
1205594,658
1399270,659
866839,660
23613,661
1232912,662
801347,663
1487396,664
1718753,665
1726440,666
969550,667
1280214,668
696156,669
1490102,670
962097,671
821471,672
7268,673
895452,674
1608215,675
1383579,676
337368,677
1027254,678
1036224,679
814125,680
800173,681
1478592,682
240359,683
90674,684
1509456,685
12041,686
890813,687
391894,688
265923,689
233224,690
539625,691
27214,692
286092,693
1003551,694
1209075,695
600887,696
415382,697
1260680,698
1518640,699
945157,700
98731,701
465141,702
465141,703
242106,704
1485865,705
836714,706
2288,707
510500,708
1260940,709
918167,710
1213160,711
216050,712
328240,713
1527260,714
514490,715
1507412,716
1002076,717
640609,718
880160,719
1636908,720
708026,721
678509,722
809731,723
1563011,724
1382941,725
929601,726
25915,727
812736,728
78762,729
490955,730
324556,731
865828,732
1555225,733
604904,734
515300,735
1767543,736
1002297,737
1550490,738
1542043,739
501653,740
947498,741
1464759,742
34095,743
445210,744
1465848,745
970872,746
1125852,747
221967,748
498274,749
1539498,750
831919,751
500419,752
933256,753
1551318,754
492892,755
220821,756
814345,757
850496,758
355032,759
661393,760
137557,761
585316,762
515837,763
423320,764
686436,765
1048930,766
1525919,767
1213128,768
44981,769
472993,770
1624779,771
1624779,772
873349,773
606919,774
86209,775
490078,776
233617,777
620771,778
265701,779
1197750,780
371128,781
803110,782
540045,783
221004,784
1487396,785
91273,786
815569,787
845047,788
1532180,789
710622,790
1617043,791
1381285,792
1622014,793
1622014,794
924499,795
422534,796
239382,797
524282,798
1036826,799
533502,800
1207398,801
541690,802
412798,803
490773,804
1693692,805
257255,806
323881,807
24417,808
13704,809
522093,810
1037090,811
903405,812
177303,813
972299,814
859114,815
100509,816
101378,817
808618,818
1456645,819
1092952,820
1644662,821
479019,822
650303,823
269948,824
1021836,825
262044,826
834512,827
303473,828
340454,829
252752,830
620591,831
932175,832
75821,833
349873,834
292843,835
1237081,836
1003453,837
247756,838
1783720,839
1481643,840
672090,841
229630,842
992192,843
935553,844
444718,845
38258,846
247756,847
361574,848
303962,849
457757,850
672250,851
576945,852
814796,853
539745,854
1080987,855
436002,856
60643,857
379599,858
1206351,859
1088427,860
238544,861
847744,862
429462,863
346964,864
237681,865
1506172,866
1548824,867
154876,868
663223,869
1197392,870
262119,871
281700,872
1618863,873
1503448,874
64404,875
838820,876
672090,877
85341,878
45201,879
979246,880
1631091,881
365954,882
1039480,883
85170,884
376337,885
1255696,886
48447,887
600071,888
268015,889
1517816,890
672090,891
334757,892
796955,893
868908,894
549651,895
1510897,896
294783,897
994644,898
801618,899
274004,900
1025764,901
842402,902
1209410,903
89103,904
819640,905
302843,906
825958,907
494153,908
347587,909
1050982,910
330864,911
1347955,912
1501661,913
1070319,914
1070319,915
1227114,916
567342,917
892575,918
327923,919
293150,920
247215,921
1551614,922
1372674,923
38258,924
1029697,925
16373,926
846047,927
434429,928
1189987,929
426018,930
1595776,931
1018971,932
569616,933
881752,934
1290376,935
810374,936
1300949,937
1309439,938
509308,939
499142,940
1485999,941
10823,942
1503284,943
433038,944
1015656,945
1548057,946
64788,947
504170,948
1183498,949
576698,950
1526017,951
238850,952
223530,953
347972,954
909962,955
1203652,956
1149968,957
231551,958
1575906,959
326744,960
817324,961
1674484,962
564372,963
305646,964
1457511,965
525039,966
1212701,967
996664,968
895420,969
1219323,970
900989,971
512568,972
700683,973
88706,974
1019615,975
277180,976
958136,977
1622365,978
1622365,979
463105,980
463105,981
854428,982
1631501,983
517811,984
1257127,985
525868,986
1579567,987
1551614,988
450054,989
870214,990
77108,991
1126934,992
1709197,993
1298412,994
100193,995
540614,996
426522,997
19358,998
73319,999
1676879,1000
7173,1001
1257594,1002
1268019,1003
500762,1004
1716655,1005
340499,1006
336523,1007
1484682,1008
1214863,1009
1236831,1010
1543892,1011
220992,1012
1109122,1013
908524,1014
42267,1015
665790,1016
743564,1017
1309439,1018
914328,1019
253858,1020
556221,1021
1211326,1022
255645,1023
437729,1024
900244,1025
472600,1026
262195,1027
1457116,1028
1689645,1029
17481,1030
260344,1031
1319321,1032
454935,1033
541277,1034
1728239,1035
219410,1036
234397,1037
7411,1038
1100344,1039
1075592,1040
674796,1041
1662864,1042
991482,1043
824903,1044
1315348,1045
211521,1046
672090,1047
634775,1048
231501,1049
1510571,1050
1110327,1051
1003843,1052
1309272,1053
676560,1054
1449151,1055
1558801,1056
1127763,1057
109442,1058
1609952,1059
1610347,1060
1104611,1061
922961,1062
1372418,1063
826201,1064
1188926,1065
875675,1066
917251,1067
1215299,1068
587153,1069
248452,1070
384945,1071
285298,1072
1459389,1073
236166,1074
169162,1075
623207,1076
1081164,1077
1552235,1078
59852,1079
1496762,1080
438336,1081
217868,1082
1058714,1083
371454,1084
493904,1085
259353,1086
184382,1087
1487153,1088
246250,1089
1199266,1090
7411,1091
417684,1092
955191,1093
238544,1094
1506607,1095
940497,1096
273715,1097
545800,1098
169886,1099
149875,1100
305646,1101
437850,1102
1483405,1103
1269781,1104
9031,1105
1073095,1106
552476,1107
1073095,1108
1032883,1109
773800,1110
949067,1111
429104,1112
1060127,1113
545455,1114
1647118,1115
1254699,1116
1365019,1117
973399,1118
458039,1119
475966,1120
42267,1121
893850,1122
1205816,1123
114333,1124
837867,1125
1582088,1126
461821,1127
83803,1128
461821,1129
66633,1130
1491182,1131
234774,1132
376648,1133
1602690,1134
232401,1135
232328,1136
279355,1137
947861,1138
34397,1139
1578362,1140
1454634,1141
1460378,1142
734521,1143
554271,1144
546960,1145
1257069,1146
801977,1147
598026,1148
532759,1149
53682,1150
67614,1151
1515443,1152
914123,1153
66885,1154
955388,1155
15403,1156
859672,1157
1721046,1158
107953,1159
823481,1160
51912,1161
1257598,1162
80536,1163
850848,1164
861803,1165
18504,1166
1477995,1167
282007,1168
513145,1169
519240,1170
543111,1171
927653,1172
392,1173
24845,1174
919803,1175
802145,1176
1386313,1177
408533,1178
1584664,1179
1314735,1180
1235533,1181
1193571,1182
195996,1183
837530,1184
1073720,1185
870507,1186
283519,1187
1221835,1188
615748,1189
860790,1190
4758,1191
893057,1192
1614449,1193
1507242,1194
327866,1195
1189783,1196
528454,1197
1494976,1198
680527,1199
865641,1200
957643,1201
801026,1202
50561,1203
1214321,1204
891013,1205
283519,1206
1501240,1207
14238,1208
935228,1209
977239,1210
1654748,1211
42080,1212
293150,1213
51912,1214
1771119,1215
1195134,1216
627490,1217
24307,1218
66432,1219
1232836,1220
150006,1221
1719370,1222
216072,1223
108965,1224
475896,1225
1582088,1226
710723,1227
1198960,1228
45065,1229
15175,1230
1130528,1231
837893,1232
848601,1233
473720,1234
8175,1235
613156,1236
15367,1237
1618710,1238
1220008,1239
1038637,1240
441535,1241
287306,1242
1315227,1243
1012008,1244
559707,1245
330252,1246
1463835,1247
81639,1248
850638,1249
1536736,1250
42267,1251
543725,1252
667416,1253
1526872,1254
40540,1255
674796,1256
1179,1257
1520929,1258
1068927,1259
256082,1260
1242594,1261
1754723,1262
887048,1263
130355,1264
983970,1265
912154,1266
1073720,1267
1143551,1268
1498054,1269
42080,1270
108597,1271
1594611,1272
918341,1273
1758875,1274
1487639,1275
984991,1276
1067784,1277
998408,1278
1314016,1279
1501667,1280
624460,1281
208252,1282
890956,1283
536933,1284
948104,1285
1047435,1286
860111,1287
1381683,1288
1284483,1289
13012,1290
299538,1291
447757,1292
830864,1293
289919,1294
895388,1295
931924,1296
491771,1297
1198194,1298
825075,1299
1664545,1300
572403,1301
1117601,1302
349863,1303
491404,1304
1434913,1305
6006,1306
1010461,1307
945519,1308
251613,1309
68935,1310
1487416,1311
990319,1312
575381,1313
25090,1314
1513029,1315
1030681,1316
1004612,1317
821681,1318
1475962,1319
1314016,1320
931204,1321
887158,1322
1531984,1323
1535010,1324
467657,1325
51503,1326
1226144,1327
608649,1328
241393,1329
439705,1330
758460,1331
574833,1332
611864,1333
1609715,1334
723031,1335
1488346,1336
1277861,1337
915807,1338
379201,1339
93747,1340
79430,1341
11,1342
1557430,1343
1697085,1344
509228,1345
920057,1346
243244,1347
300791,1348
457661,1349
747104,1350
1208637,1351
456692,1352
1486020,1353
1514479,1354
1485957,1355
437674,1356
1302200,1357
1197377,1358
1716808,1359
51912,1360
928446,1361
572432,1362
1751417,1363
930264,1364
861568,1365
